account,artist,song_name,song_rank
Mr.R,林忆莲,不必在乎我是谁,0
Mr.R,苏打绿,再遇见,0
Mr.R,吴雨霏,人非草木,0
Mr.R,郁可唯,时间煮雨,0
Mr.R,杨宗纬,想对你说,0
Mr.R,何韵诗,小丸子的心事,0
Mr.R,杨宗纬,其实都没有,0
Mr.R,张国荣,怪你过份美丽,0
Mr.R,王菲,致青春,0
Mr.R,苏打绿,小时候,0
Mr.R,苏打绿,当我们一起走过,0
Mr.R,王馨平,甘心情愿,0
Mr.R,G.E.M.邓紫棋,The Voice Within  (Live),0
Mr.R,梁静茹,今天情人节,0
Mr.R,蔡淳佳,梦在手里,0
Mr.R,张敬轩,诱惑的街,0
Mr.R,廿四味,Wonderland,0
Mr.R,薛凯琪,All You Need Is Me,0
Mr.R,Westlife,You Raise Me Up (Reactor Remix) ,0
Mr.R,苏打绿,喜欢寂寞,0
chlorine777,MOCCA,Goodnight Song ,0
chlorine777,雷光夏,清晨旅行,0
chlorine777,The Shanghai Restoration Project,Miss Shanghai,0
chlorine777,D Liang,Miss Shanghai,0
chlorine777,Sting,Every Breath You Take,5
chlorine777,张悬,无状态,0
chlorine777,蔡健雅,抛物线,0
chlorine777,Keren Ann,Not Going Anywhere,0
chlorine777,南王姊妹花,长空下的独白,0
chlorine777,Herbie Hancock,Someday My Prince Will Come,0
chlorine777,The Latin Jazz Quintet,Night in Tunisia,0
chlorine777,Charlie Parker,Night in Tunisia,0
chlorine777,戴佩妮,挂在半梦半醒之间,0
chlorine777,薛凯琪,Better Me(国语),0
chlorine777,Stratovarius,Forever,0
chlorine777,Standfast,给路卡的摇篮曲,0
chlorine777,伍思凯,舞月光,0
chlorine777,王菲,闷,0
chlorine777,范晓萱,You Don't Trust Me At All,0
chlorine777,张学友,不只有缘,0
chlorine777,李健,传奇,0
chlorine777,洪佩瑜,踮起脚尖爱,0
chlorine777,郁冬,露天电影院,0
chlorine777,黄小桢,贝阿提丝,0
chlorine777,Sausalito Foxtrot,Everyday,0
Lee,David Garrett,Smooth Criminal,5
Lee,樊凡,我想大声告诉你,3
Lee,樊凡,我不想逃,3
田园,李健,传奇,0
洪鹿鹿lululululu,蔡健雅,沙滩,0
宋小_豪,萧敬腾,梦一场,0
Rainstorm,Atlantic Starr,If Your Heart Isn't in It,0
Rainstorm,やけのはら,Rollin' Rollin' (アーバンソウル),0
Rainstorm,やけのはら,DAY DREAMING,0
Rainstorm,Leddra Chapman,Jocelin ♪,0
Rainstorm,Since Our First Guitar,Donnie Darko,0
Rainstorm,DJ Mitsu the Beats,Breathe Your Words (from1),0
Rainstorm,DJ Mitsu the Beats,Stratus (from10),0
Rainstorm,姫神,一人静,0
Rainstorm,Игорь Крутой,Sad Angel ,0
Rainstorm,Back to Earth,Your Beautiful Love,0
Rainstorm,具島直子,台風の夜,0
Rainstorm,西村由紀江,地平線 (New Version),0
Rainstorm,Jesse Cook,Canción Triste,0
Rainstorm,Tycho,Awake,0
Rainstorm,Seasons' End,Tokyo Suite,0
Rainstorm,Senpai,Tomorrow With You-我们的明天-,0
Rainstorm,Nitsua,Still Remember,0
Rainstorm,伊藤君子,Close To You,0
Rainstorm,Olivia Ong,Close To You ,0
Rainstorm,Tycho,Spectre,0
Rainstorm,Olivia Ong,Love Fool,0
Rainstorm,Schroeder-Headz,Blue Bird,0
Rainstorm,白天不亮,Into The Midnight,0
Rainstorm,白天不亮,si je t'aime(intrumental),0
Rainstorm,白天不亮,whatever cost it takes-tortebus-remix,0
田园,李健,传奇,0
幽マの草,ELLEGARDEN,Salamander,0
幽マの草,onoken,accelerated world(OST edit).,0
幽マの草,Danny Fernandes,Dream Catcher,0
幽マの草,pe'zmoku,ギャロップ,0
幽マの草,セブンスヘブンMAXION,かざむき,0
幽マの草,Aimer,Re:pray,0
幽マの草,Thomas Jonak,Like I Do,0
幽マの草,angela,Shangri-La,0
幽マの草,Rin',天翔る,0
幽マの草,Elements Garden,微睡む月の夜のアリア,0
幽マの草,pe',ギャロップ,0
幽マの草,川井憲次,OO GUNDAM,0
幽マの草,Aleksander With,Unstoppable,0
幽マの草,Aleksander With,City Lights,0
幽マの草,Leo Kottke,Ojo,0
幽マの草,Jamie Christopherson,The Hot Wind Blowing (Platinum Mix),0
幽マの草,Anne-Sophie Mutter,"Antonio Vivaldi: The Four Seasons, Concerto No. 4 in F minor (""Winter"") RV 297 (Op. 8 No. 4): 1. Allegro non molto",0
幽マの草,大嶋啓之,re acceleration BGM 02,0
幽マの草,和田貴史,逆襲,0
幽マの草,浜口史郎,本領発揮,0
幽マの草,MOKA☆,上手くいくさ,0
幽マの草,女子十二乐坊,盛唐乐坊,0
幽マの草,加藤達也,行きて当たる壁の前,0
幽マの草,Position Music,Man At Arms,0
幽マの草,Kristen Bell,For The First Time In Forever,0
Mr.R,手嶌葵,"Bonjour,Paris!",0
Mr.R,Uncle Kracker,Smile,0
Mr.R,Carpenters,Yesterday Once More,0
Mr.R,S.H.E,612 星球,0
Mr.R,Kelly Clarkson,Breakaway,0
Mr.R,王菀之,末日,0
Mr.R,和田光司,The Biggest Dreamer  ,0
Mr.R,刘德华,为我鼓掌,0
Mr.R,日本ACG,Butter-Fly,0
Mr.R,BAAD,君が好きだと叫びたい~TV Version~,0
Mr.R,王菀之,摩天轮 (Live),0
Mr.R,李健达,也许不易,0
Mr.R,李国祥,爱在地球毁灭时,0
Mr.R,谢安琪,年度之歌,0
Mr.R,王菀之,(巴黎没有) 摩天轮,0
Mr.R,王菀之,学会,0
Mr.R,田馥甄,Love?,0
Mr.R,Jesse McCartney,Because You Live,0
Mr.R,林忆莲,再见悲哀,0
Mr.R,Joe Hisaishi,Asian Dream Song,0
Mr.R,梁静茹,原来你也唱过我的歌,0
Mr.R,陈绮贞,太阳 (Live),0
Mr.R,陈绮贞,Track 5 失败者的飞翔,0
Mr.R,陈奕迅,单车,0
Mr.R,林欣彤,Take Me Through,0
星星瓶,Ilaria Graziano,i do,0
星星瓶,Goose house,恋はヒラひらり,0
星星瓶,Glay,春を愛する人,0
星星瓶,陈悦,G弦上的咏叹调 (巴赫),0
星星瓶,田中公平,G戦場のアリア,0
星星瓶,平井堅,Cry&Smile!!,0
星星瓶,平井堅,楽園  ,0
星星瓶,関ジャニ∞,キング オブ 男!,0
星星瓶,林海,The whisper of leaves,0
星星瓶,林海,Blooming season,0
星星瓶,林海,Reminiscence,0
星星瓶,林海,白日梦,0
星星瓶,林海,守候,0
星星瓶,哏德全,彩云追月,0
星星瓶,哏德全,月光下的凤尾竹,0
星星瓶,贺西格,嘎达梅林,0
星星瓶,闵惠芬,赛马,0
星星瓶,ケツメイシ,冬物語 ,0
星星瓶,ケツメイシ,トモダチ,0
星星瓶,KEYTALK,コースター,0
星星瓶,KEYTALK,sympathy,0
星星瓶,KEYTALK,トラベリング,0
星星瓶,中村由利子,右近のテーマ,0
星星瓶,TOGI+BAO,大河悠久,0
星星瓶,吉田潔,はるかな旅 (TVオープニングテーマ),0
藏鸦,George Michael,Careless Whisper,0
藏鸦,Wham!,Careless Whisper,0
藏鸦,郑秀文,舍得,0
藏鸦,孙燕姿,克卜勒,0
藏鸦,Augustana,Boston,0
藏鸦,赵学而,最佳位置,0
藏鸦,Kevin Kern,Sundial Dreams,0
藏鸦,Richard Marx,Right Here Waiting,0
藏鸦,张学友,秋意浓,0
藏鸦,后海大鲨鱼,Man On The Moon,0
藏鸦,Jason Wade,You Belong To Me,0
藏鸦,胡彦斌,秋意浓 (Live),0
藏鸦,卢学叡,可不可以爱我 ,0
藏鸦,Alexander The Phatos,Hey Mama (The Blueprint),0
藏鸦,Mr. Big,To Be With You,0
藏鸦,Ozzy Osbourne,Goodbye to Romance,0
藏鸦,Nirvana,Where Did You Sleep Last Night? (Live),0
藏鸦,萧敬腾,亲密爱人,0
藏鸦,Bon Jovi,It's My Life,0
藏鸦,Bon Jovi,Thank You for Loving Me,0
藏鸦,梁汉文,七友,0
藏鸦,City Of The Fallen,Ashes,0
藏鸦,萧煌奇,只能勇敢,0
藏鸦,Ayur,Children Of The Earth(Ness's Original Re-Edit),0
藏鸦,梁朝伟,你是如此难以忘记,0
Mr.R,王菀之,Why Aren't You Here?,0
Mr.R,林忆莲,失踪,0
Mr.R,关心妍,终点,0
Mr.R,吴雨霏,明知做戏,0
Mr.R,林忆莲,盖亚,0
Mr.R,钟舒漫,给自己的信,0
Mr.R,陈奕迅,倾城,0
Mr.R,苏打绿,小宇宙,0
Mr.R,吴雨霏,座右铭,0
Mr.R,Pianoboy,The Truth That You Leave,0
Mr.R,王菀之,想爱不相爱,0
Mr.R,王菀之,流转摩天轮,0
Mr.R,王菀之,我真的受伤了,0
Mr.R,王菀之,永远几远 (MOOV Live),0
Mr.R,张悬,"Love,New Year",0
Mr.R,崔龙阳,Flying to the stars,0
Mr.R,Nightwish,The Heart Asks Pleasure First (Theme from movieThe Piano),0
Mr.R,G.E.M.邓紫棋,奇迹,0
Mr.R,吴若希,爱要撑下去,0
Mr.R,Westlife,Home,0
Mr.R,Taylor Swift,Love Story (U.S. Pop Mix),0
Mr.R,A-Lin,ONE LIFE,0
Mr.R,张悬,欲望把眼前的地板铺满,0
Mr.R,杨丞琳,Rainie & Love 冠军主打歌 (匿名的好友 / 雨爱 / In Your Eyes / 青春斗),0
Mr.R,泳儿,还是觉得你最好,0
Rainstorm,San E,LoveSick,0
Rainstorm,Luther Vandross,I'd Rather,0
Rainstorm,白天不亮,Into The Midnight,0
Rainstorm,白天不亮,si je t'aime(intrumental),0
幽マの草,L'Arc〜en〜Ciel,GOOD LUCK MY WAY,0
Rainstorm,やけのはら,Rollin' Rollin' (アーバンソウル),0
Rainstorm,西村由紀江,地平線 (New Version),0
Rainstorm,JUJU,Something About Us  ,0
Mr.R,孙燕姿,渴,0
Mr.R,熊木杏里,風の記憶,0
Mr.R,戴佩妮,多么想念你,0
Mr.R,李代沫,简单的事,0
Mr.R,梁静茹,会过去的,0
Mr.R,林忆莲,不必在乎我是谁,0
Mr.R,苏打绿,再遇见,0
Mr.R,吴雨霏,人非草木,0
Mr.R,郁可唯,时间煮雨,0
Mr.R,杨宗纬,想对你说,0
Mr.R,何韵诗,小丸子的心事,0
Mr.R,杨宗纬,其实都没有,0
Mr.R,张国荣,怪你过份美丽,0
Mr.R,王菲,致青春,0
Mr.R,苏打绿,小时候,0
Mr.R,苏打绿,当我们一起走过,0
Mr.R,王馨平,甘心情愿,0
Mr.R,G.E.M.邓紫棋,The Voice Within  (Live),0
Mr.R,梁静茹,今天情人节,0
Mr.R,蔡淳佳,梦在手里,0
Mr.R,张敬轩,诱惑的街,0
Mr.R,廿四味,Wonderland,0
Mr.R,薛凯琪,All You Need Is Me,0
Mr.R,Westlife,You Raise Me Up (Reactor Remix) ,0
Mr.R,苏打绿,喜欢寂寞,0
藏鸦,谢和弦,于是长大了以后,0
藏鸦,Oasis,Married With Children,0
藏鸦,周柏豪,傻小子,0
藏鸦,宗次郎,故郷の原風景,0
藏鸦,Wayne Gratz,A Time for Us,0
藏鸦,Edvin Marton,Tosca Fantasy (Plushenko Golden Olympic Program),0
藏鸦,Clémence &amp,Concerto pour deux voix,0
藏鸦,Yann Tiersen,Comptine d'un autre été: L'Après-midi,0
藏鸦,Katy Perry,Roar,0
藏鸦,Thomas J. Bergersen,False King,5
藏鸦,乱弹阿翔,完美落地,0
藏鸦,Jelly Roll Morton,The Crave  ,0
藏鸦,Yann Tiersen,La Valse d'Amélie,0
藏鸦,Coldplay,Princess of China (Invisible Men Remix),0
藏鸦,sAr,what for?,0
藏鸦,声音碎片,情歌而已,0
藏鸦,David Garrett,"Ludwig Van Beethoven: Concerto For Violin And Orchestra In D, Op. 61 - 1. Allegro ma non troppo",0
藏鸦,The Piano Guys,A Thousand Years,0
藏鸦,Cradle Orchestra,Live Forever  [SR Remix],0
藏鸦,张学友,每天爱你多一些(国语版),0
藏鸦,The Angels of Venice,Forever after,5
藏鸦,David Garrett,Csardas - Gypsy Dance,5
藏鸦,陈奕迅,葡萄成熟时,5
藏鸦,邓福如,一点点喜欢,0
蔚蓝色的湖,Wilco,"Jesus, Etc.",0
蔚蓝色的湖,Eliza Gilkyson,Walk Away from Love,0
蔚蓝色的湖,Lacrimosa,Seele in Not,0
1200pm,The Ataris,My Reply,0
1200pm,Alan Silvestri,Forrest Gump Suite,0
1200pm,张过年,世界,0
1200pm,Delain,Invidia,0
1200pm,伍佰&China Blue,突然的自我,0
蔚蓝色的湖,马条,阳光中的向日葵,0
蔚蓝色的湖,Lou Reed,Hello It's Me,0
蔚蓝色的湖,Pink Floyd,Time,0
蔚蓝色的湖,Dire Straits,The Long Road (Theme From Cal),0
蔚蓝色的湖,陈升,关于男人,0
蔚蓝色的湖,Nick Drake,Place to Be,0
蔚蓝色的湖,Rodriguez,Sugar Man,0
蔚蓝色的湖,Sopor Æternus & the Ensemble of Shadows,La Mort d'Arthur (instrumental version),0
蔚蓝色的湖,David Gilmour,Then I Close My Eyes,0
蔚蓝色的湖,Bob Dylan,My Back Pages ,0
蔚蓝色的湖,Bob Dylan,Beyond Here Lies Nothing,0
蔚蓝色的湖,Peter Tosh,Till Your Well Runs Dry,0
蔚蓝色的湖,Damien Rice,The Blower's Daughter,0
蔚蓝色的湖,边缘,三儿的问题,0
1200pm,Green Day,Know Your Enemy,0
1200pm,Thomas Bergersen,Starvation,0
1200pm,Bastille,Pompeii,0
1200pm,Yann Tiersen,Comptine d'un autre été: L'Après-midi,0
1200pm,Cold War Kids,Hang Me Up to Dry,0
1200pm,Eurythmics,Sweet Dreams (Are Made of This),0
1200pm,Alexi Murdoch,Through The Dark,0
1200pm,Coldplay,The Scientist,0
1200pm,The Rasmus,Justify ,0
1200pm,吕方,地久天长,0
1200pm,Scorpions,Wind of Change,0
1200pm,太极,留住我吧,0
1200pm,李春波,小芳,0
1200pm,Moby,God Moving Over the Face of the Waters,0
1200pm,萨满,My Exodus,0
蔚蓝色的湖,Alain Caron,Ocean of Trees,0
蔚蓝色的湖,Pink Floyd,Is There Anybody Out There?,0
蔚蓝色的湖,The Beatles,From Me To You,0
蔚蓝色的湖,Southern Culture on the Skids,Make Mayan a Hawaiian,0
蔚蓝色的湖,木马,舞步,0
蔚蓝色的湖,木马,黑色的奔驰舞,0
蔚蓝色的湖,Pink Floyd,Lost For Words,0
蔚蓝色的湖,Pink Floyd,Brain Damage (Alternate Mix),0
1200pm,林子祥,男儿当自强 (电影《黄飞鸿》主题曲),0
1200pm,林子祥,男儿当自强 (国语版),0
1200pm,Simon & Garfunkel,El Condor Pasa (If I Could),0
1200pm,Dark the Suns,All Ends In Silence,0
1200pm,Dark the Suns,The Sleeping Beauty,0
藏鸦,George Michael,Careless Whisper,0
藏鸦,Wham!,Careless Whisper,0
藏鸦,郑秀文,舍得,0
藏鸦,孙燕姿,克卜勒,0
藏鸦,Augustana,Boston,0
藏鸦,赵学而,最佳位置,0
藏鸦,Kevin Kern,Sundial Dreams,0
藏鸦,Richard Marx,Right Here Waiting,0
藏鸦,张学友,秋意浓,0
藏鸦,后海大鲨鱼,Man On The Moon,0
藏鸦,Jason Wade,You Belong To Me,0
藏鸦,胡彦斌,秋意浓 (Live),0
藏鸦,卢学叡,可不可以爱我 ,0
藏鸦,Alexander The Phatos,Hey Mama (The Blueprint),0
藏鸦,Mr. Big,To Be With You,0
藏鸦,Ozzy Osbourne,Goodbye to Romance,0
藏鸦,Nirvana,Where Did You Sleep Last Night? (Live),0
藏鸦,萧敬腾,亲密爱人,0
藏鸦,Bon Jovi,It's My Life,0
藏鸦,Bon Jovi,Thank You for Loving Me,0
藏鸦,梁汉文,七友,0
藏鸦,City Of The Fallen,Ashes,0
藏鸦,萧煌奇,只能勇敢,0
藏鸦,Ayur,Children Of The Earth(Ness's Original Re-Edit),0
藏鸦,梁朝伟,你是如此难以忘记,0
1200pm,The Ting Tings,Great DJ,0
Selina,Lauryn Hill,Ex-Factor,0
Selina,Ashanti,Pretty Little Flower,0
Selina,Mario,I Choose You,0
Selina,Kenichiro Nishihara,Folklove Inst,0
Selina,Nujabes,Counting Stars,0
Selina,Pismo,Consider My Love,0
Selina,Uyama Hiroto,Summer,0
Selina,Bop Alloy,Still Think Different,0
Selina,Katie Melua,Nine Million Bicycles,0
Selina,DJ Deckstream,To Be With You,0
Selina,The Band Perry,If I Die Young,0
Selina,Raujika,Cry More,0
Selina,Bigbang,Cafe,0
Selina,GD & TOP,Baby Good Night,0
Selina,GD & TOP,뻑이가요,0
Selina,tsunenori,Backlight,0
Selina,4minute,HUH,0
金钱永不眠,张艾嘉,爱的代价,0
金钱永不眠,이홍기,말이야,0
金钱永不眠,容祖儿,习惯失恋,0
金钱永不眠,蓝奕邦,成长,0
金钱永不眠,张国荣,怪你过份美丽,0
金钱永不眠,王菀之,永远几远,0
金钱永不眠,洪卓立,弥敦道,0
金钱永不眠,郑融,红绿灯,0
金钱永不眠,王菀之,月亮说,0
金钱永不眠,刘浩龙,思觉失调,0
金钱永不眠,郑融,东京百货,0
金钱永不眠,郑欣宜,有故事的人,0
金钱永不眠,古巨基,地球很危险,0
金钱永不眠,钟欣潼,放低过去,0
金钱永不眠,方力申,在你遥远的附近,0
金钱永不眠,王杰,不浪漫罪名,0
金钱永不眠,E-kids,玩玩具,0
金钱永不眠,陈小春,成王败寇,0
金钱永不眠,陈奕迅,一生中最爱 (Live),0
金钱永不眠,李克勤,情非首尔,0
金钱永不眠,麦家瑜,不方便的真相,0
金钱永不眠,许志安,一步一生,0
金钱永不眠,麦浚龙,耿耿于怀,0
金钱永不眠,古巨基,必杀技,0
金钱永不眠,侧田,情永落,0
Lucas囍,Caron Nightingale,Promises Don't Come Easy,0
金钱永不眠,杨千嬅,可惜我是水瓶座,0
金钱永不眠,Darren Hayes,Creepin' Up on You,0
金钱永不眠,Matt White,Best Days,0
金钱永不眠,Rachel Crow,What a Song Can Do,0
金钱永不眠,Craig David,Fill Me In ,0
金钱永不眠,Psy,뜨거운 안녕,0
Lucas囍,D Liang,Miss Shanghai,0
Lucas囍,929,早起去爬山 ,0
Lucas囍,Sly &amp,I Shot The Sheriff,0
Lucas囍,Al Stewart,Football Hero,0
Lucas囍,Husky Rescue,Restless Feet,0
Lucas囍,Ólafur Arnalds,For Now I Am Winter,0
Lucas囍,Nega music project,On the other side of sunset,0
Lucas囍,Joan Baez,Diamonds & Rust,0
Lucas囍,Allan Taylor,Some Dreams,0
Lucas囍,America,A Horse With No Name,0
Lucas囍,Peter Frampton,"Baby, I Love Your Way",0
Lucas囍,Lynyrd Skynyrd,Simple Man,0
Lucas囍,Lori Lieberman,Killing Me Softly,0
Lucas囍,Cold Cherry,성장통2,0
Lucas囍,박정현,마음으로만,0
Lucas囍,Morcheeba,Enjoy the Ride,0
Lucas囍,Björk,I've Seen It All,0
Lucas囍,Björk,All Is Full Of Love (Video Version),0
Lucas囍,The Roots,What They Do,0
Lucas囍,Supertramp,Breakfast in America,0
Lucas囍,Freestylers,Painkiller,0
Lucas囍,Rusko,Everyday (Netsky Remix),0
Lucas囍,Rachael Yamagata,Devastate Me,0
Lucas囍,Sly &amp,Hurry Home,0
PAM噴仔,Mary L.,"Beauté - Mary L., ",0
PAM噴仔,Mary L.,"Amour C'est Gratuit - Mary L., ",0
PAM噴仔,Mary L.,Eternité ,0
PAM噴仔,严爵,火上加油,0
PAM噴仔,Bobby Vinton,My Heart Belongs To Only You,0
PAM噴仔,가인,Brunch,0
PAM噴仔,旅行团,厦门之夏,0
PAM噴仔,The Marshmallow Kisses,"Jazz For Lovers, Solitude For Me",0
PAM噴仔,The Marshmallow Kisses,My Dear Giant,0
PAM噴仔,Pomplamoose,Mister Sandman,0
PAM噴仔,范晓萱,Into You,0
PAM噴仔,Da Bang,大吉岭,0
PAM噴仔,Da Bang,不再犹豫,0
PAM噴仔,Da Bang,Love Becomes The Ghost In The Back Of Your Head,0
PAM噴仔,MOCCA,You,0
PAM噴仔,MOCCA,It's Over Now ,0
PAM噴仔,MOCCA,Listen To Me (Original Mix),0
PAM噴仔,MOCCA,On The Night Like This ,0
PAM噴仔,MOCCA,Ode For The Love Ones ,0
PAM噴仔,Passion Pit,Cuddle Fuddle,0
PAM噴仔,Passion Pit,Constant Conversations,0
PAM噴仔,坏女儿,不明亮的心情 ,0
PAM噴仔,甜梅号,盗墓者的无底洞,0
PAM噴仔,My Little Airport,Gi Gi Leung Is Dead,0
PAM噴仔,乘以三音乐工作室,我们真的都没有失去吗,0
cici-lee217,菅野よう子,Because,0
cici-lee217,手嶌葵,雨,0
cici-lee217,P!nk,Just Give Me a Reason,0
cici-lee217,P!nk,Sober,0
cici-lee217,王若琳,Lost Taipei,0
cici-lee217,Joe Hisaishi,Merry Go Round,0
cici-lee217,Maksim Mrvica,Croatian Rhapsody,0
cici-lee217,Pixie Lott,Cry Me Out,0
cici-lee217,Leonard Cohen,I'm Your Man,0
cici-lee217,Leonard Cohen,In My Secret Life,0
cici-lee217,Leonard Cohen,A Thousand Kisses Deep,0
cici-lee217,林宥嘉,残酷月光,0
cici-lee217,李宗盛,山丘,0
cici-lee217,G.E.M.邓紫棋,泡沫,0
Lucas囍,박정현,마음으로만,0
Lucas囍,The xx,VCR,0
Lucas囍,Scientist,The Anti-Christ,4
PAM噴仔,Tizzy Bac,Radical Life,0
PAM噴仔,The Pancakes,Superb Sunday,0
PAM噴仔,GALA,M Murderer M ,0
PAM噴仔,Chara,してよ　してよ,0
cherokeer,The Hampdens,The Belljar(Summer In The Hamptons),0
cherokeer,Sarah Brightman,Until the End of Time,0
cherokeer,The Weepies,Not Dead Yet,0
cherokeer,Nickelback,If Today Was Your Last Day,0
cherokeer,Agnes Kain,Keep walking or I'll kill you ,0
cherokeer,Sarah Brightman,Hijo de La Luna,0
cherokeer,The Cure,Friday I'm In Love ,0
cherokeer,KT Tunstall,Suddenly I See ,0
cherokeer,The Weepies,Orbiting,0
cherokeer,Hoobastank,The Reason,0
cherokeer,LOVE PSYCHEDELICO,Freedom (Live Version),5
cherokeer,Lonely Drifter Karen,Casablanca,0
cherokeer,The Weepies,Gotta Have You,0
cherokeer,张震岳,我给的爱,0
cherokeer,Maroon 5,She Will Be Loved,0
cherokeer,A Fine Frenzy,Almost Lover,0
cherokeer,Berry,Las Vegas,0
cherokeer,Lady & Bird,Suicide Is Painless,0
cherokeer,Radiohead,No Surprises,0
cherokeer,Leonard Cohen,Famous Blue Raincoat,0
cherokeer,Kate & Ben,Schlaflied,4
cherokeer,许嵩,清明雨上,4
cherokeer,Balance Problems,The Neighbor Kid Has a Gun ,3
cherokeer,Avril Lavigne,My Happy Ending (LP version),5
cherokeer,Avril Lavigne,My Happy Ending (Radio Edit),5
柏拉图的永远,F.T Island,Hello Hello,5
PAM噴仔,Mary L.,"Beauté - Mary L., ",0
PAM噴仔,Mary L.,"Amour C'est Gratuit - Mary L., ",0
PAM噴仔,Mary L.,Eternité ,0
PAM噴仔,严爵,火上加油,0
PAM噴仔,Bobby Vinton,My Heart Belongs To Only You,0
PAM噴仔,가인,Brunch,0
PAM噴仔,旅行团,厦门之夏,0
PAM噴仔,The Marshmallow Kisses,"Jazz For Lovers, Solitude For Me",0
PAM噴仔,The Marshmallow Kisses,My Dear Giant,0
PAM噴仔,Pomplamoose,Mister Sandman,0
PAM噴仔,范晓萱,Into You,0
PAM噴仔,Da Bang,大吉岭,0
PAM噴仔,Da Bang,不再犹豫,0
PAM噴仔,Da Bang,Love Becomes The Ghost In The Back Of Your Head,0
PAM噴仔,MOCCA,You,0
PAM噴仔,MOCCA,It's Over Now ,0
PAM噴仔,MOCCA,Listen To Me (Original Mix),0
PAM噴仔,MOCCA,On The Night Like This ,0
PAM噴仔,MOCCA,Ode For The Love Ones ,0
PAM噴仔,Passion Pit,Cuddle Fuddle,0
PAM噴仔,Passion Pit,Constant Conversations,0
PAM噴仔,坏女儿,不明亮的心情 ,0
PAM噴仔,甜梅号,盗墓者的无底洞,0
PAM噴仔,My Little Airport,Gi Gi Leung Is Dead,0
PAM噴仔,乘以三音乐工作室,我们真的都没有失去吗,0
chasestar,信,恨爱不成钢,0
chasestar,苏慧伦,知了,0
chasestar,苏慧伦,再唱一首歌,0
chasestar,苏慧伦,Bye Bye Baby,0
chasestar,G.E.M.邓紫棋,泡沫,0
chasestar,G.E.M.邓紫棋,你把我灌醉,0
chasestar,Bob Dylan,Knockin' On Heaven's Door,0
chasestar,YUI,Tokyo,0
chasestar,曹格,刮目相看,0
chasestar,曹格,大女人,0
chasestar,曹格,寂寞先生,0
chasestar,曹格,背叛,0
chasestar,Jewel,Stay Here Forever,0
chasestar,Darren Hayes,Creepin' Up on You,0
chasestar,Shane Filan,Everything To Me,0
chasestar,戴佩妮,一个人的行李,0
chasestar,郑钧,灰姑娘,0
chasestar,郑钧,私奔,0
chasestar,许巍,曾经的你,0
chasestar,许巍,时光,0
chasestar,汪峰,回忆之前，忘记之后 ,0
chasestar,汪峰,当我想你的时候,0
chasestar,郭静,简单,0
chasestar,薛凯琪,半路,0
chasestar,王菲,致青春,0
chasestar,范宗沛,摆渡人之歌,0
chasestar,Maksim Mrvica,Croatian Rhapsody,0
Yavinporch,Mr. Big,Wild World,0
Yavinporch,隐藏,在北京,0
Yavinporch,Ruslana,Wild Dances,0
Yavinporch,张宇,单恋一枝花,0
Yavinporch,群星,梦中的额吉,4
Yavinporch,冷漠,小三,3
Yavinporch,Inna,Sun Is Up ,5
Yavinporch,Jewel,Stay Here Forever,3
Yavinporch,Katy Perry,E.T.,3
Yavinporch,Yasmin,Finish Line (Radio Edit),3
Yavinporch,Alexandra Stan,Mr Saxobeat ,3
Yavinporch,Aloe Blacc,I Need A Dollar,3
Yavinporch,Enrique Iglesias,Dirty Dancer ,3
Yavinporch,Tinie Tempah,Written In the Stars (feat. Eric Turner),3
Yavinporch,Ke$ha,Blow,3
Yavinporch,Jeremih,Down On Me (Feat. 50 Cent),3
Yavinporch,Bruno Mars,The Lazy Song,3
Yavinporch,Jennifer Lopez,On The Floor ,3
Yavinporch,Adele,Rolling In The Deep,3
Yavinporch,Egil Olsen,Happy (I Used To Be),3
Yavinporch,Egil Olsen,1000 Songs (4 You(2 Night)),3
Yavinporch,Kiroro,未来へ,3
Yavinporch,Hélène Rolles,Je m'appelle Hélène ,3
Yavinporch,谷村新司,スキタイの歌,3
Yavinporch,谷村新司,ハリマウ -HALIMAU-,3
HARPAT,FUNKY MONKEY BABYS,ランウェイ☆ビート,3
tsefung,Tank,忽然之间(吉他版),0
tsefung,Walrus,To Be,3
tsefung,Walrus,서울마녀,3
tsefung,Oasis,Live Forever,3
freedooo,Daft Punk,Short Circuit,5
freedooo,Holly Dolly,Lollipop,5
freedooo,M&D,뭘봐 (Close Ur Mouth),5
freedooo,Underworld,Cups,5
freedooo,Daft Punk,Robot Rock,5
freedooo,Daft Punk,WDPK 83.7 FM,5
freedooo,Daft Punk,Voyager,5
freedooo,Daft Punk,Crescendolls,5
freedooo,Aqua,My Oh My,5
freedooo,Daft Punk,The Prime Time of Your Life,5
freedooo,Kylie Minogue,On a Night Like This,5
freedooo,Raney Shockne,Axel F ,5
sannian0185,孙燕姿,错觉,0
sannian0185,The Kooks,Ooh La,0
sannian0185,Lamb,Gabriel,0
sannian0185,Lana Del Rey,Once Upon a Dream,0
sannian0185,Lana Del Rey,Dark Paradise,0
sannian0185,Lana Del Rey,Video Games,0
sannian0185,朴树,送别,0
sannian0185,Joan Jett & the Blackhearts,I Hate Myself For Loving You,0
sannian0185,Tina Turner,Proud Mary,0
sannian0185,Nunu,chocolat,0
sannian0185,Katy Perry,Roar,0
sannian0185,Joan as Police Woman,The Magic,0
sannian0185,The Spring Standards,Queen of the Lot,0
